,train_data,test_data,accuracy,precision,recall,f1,f1_macro,seed
0,en_sometimes_euph_no_boundary_1900,en_sometimes_euph_no_boundary_1900,0.6140350877192983,0.6343283582089553,0.5821917808219178,0.6071428571428571,0.6139162561576355,7
