,train_data,test_data,accuracy,precision,recall,f1,f1_macro,seed
0,en_sometimes_euph_no_boundary_1900,en_sometimes_euph_no_boundary_1900,0.6701754385964912,0.6762589928057554,0.6573426573426573,0.6666666666666666,0.6701388888888888,8
